Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao
Alien: Isolation,9,2014.0,6,8,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,218,1
Fantasy Life,10,2012.0,3,0,0.33,0.37,0.37,0.06,1.13,73.0,51.0,8.6,209.0,352,3
SingStar,5,2007.0,5,3,0.45,0.56,0.0,0.12,1.13,82.0,48.0,5.9,15.0,223,2
The Legend of Zelda: Tri Force Heroes,10,2015.0,8,0,0.53,0.33,0.17,0.08,1.12,73.0,73.0,7.6,179.0,0,0
Supercar Street Challenge,6,2001.0,2,4,0.55,0.43,0.0,0.14,1.12,57.0,15.0,7.6,9.0,181,0
Rabbids Go Home,0,2009.0,1,5,0.25,0.74,0.0,0.14,1.12,78.0,50.0,8.3,32.0,195,3
ModNation Racers,5,2010.0,2,3,0.5,0.4,0.06,0.16,1.12,82.0,85.0,8.4,201.0,353,0
SOCOM: U.S. Navy SEALs Fireteam Bravo,16,2005.0,6,3,1.03,0.0,0.01,0.08,1.12,82.0,44.0,8.6,63.0,92,1
Rocksmith,5,2011.0,5,5,0.53,0.36,0.09,0.15,1.12,80.0,27.0,8.3,52.0,12,2
Call Of Duty 2: Big Red One,13,2005.0,6,4,0.66,0.4,0.0,0.05,1.12,78.0,46.0,5.1,27.0,6,2
Rocksmith,4,2011.0,5,5,0.84,0.19,0.01,0.08,1.12,77.0,30.0,8.2,62.0,12,2
Guitar Hero 5,6,2009.0,5,4,0.28,0.3,0.0,0.54,1.12,71.0,4.0,2.6,10.0,221,2
Worldwide Soccer Manager 2008,14,2007.0,0,90,0.0,1.12,0.0,0.0,1.12,86.0,15.0,8,19.0,271,0
Yakuza 3,5,2009.0,8,8,0.21,0.2,0.62,0.08,1.12,79.0,77.0,8.1,165.0,354,1
Persona 4: Golden,22,2012.0,3,91,0.36,0.23,0.38,0.15,1.12,93.0,61.0,9.2,1228.0,355,1
Spider-Man 2,13,2004.0,8,4,0.82,0.26,0.0,0.04,1.12,83.0,60.0,8.3,40.0,6,2
Crackdown 2,4,2010.0,6,1,0.63,0.36,0.02,0.1,1.12,70.0,91.0,6,202.0,356,1
The Beatles: Rock Band,5,2009.0,5,31,0.67,0.29,0.0,0.15,1.12,88.0,60.0,8.7,59.0,58,2
Dragon Age II,4,2011.0,8,7,0.72,0.29,0.01,0.09,1.11,79.0,75.0,4.5,2380.0,116,1
Counter-Strike,13,2003.0,6,1,0.85,0.23,0.0,0.04,1.11,74.0,38.0,7.6,51.0,77,1
Guitar Hero Encore: Rocks The 80s,6,2007.0,5,22,0.92,0.04,0.0,0.15,1.11,69.0,50.0,6.3,31.0,58,2
Fight Night Champion,5,2011.0,9,7,0.45,0.49,0.0,0.18,1.11,84.0,52.0,7.3,95.0,35,1
Tom Clancy's Splinter Cell: Chaos Theory,13,2005.0,8,5,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9,160.0,52,1
Pikmin 3,18,2013.0,11,0,0.44,0.32,0.29,0.07,1.11,87.0,79.0,8.7,664.0,0,3
WWE 2K14,4,2013.0,0,2,0.64,0.37,0.0,0.1,1.11,75.0,43.0,7.7,100.0,156,2
Dragon Ball: XenoVerse,9,2015.0,9,25,0.3,0.52,0.12,0.16,1.11,69.0,50.0,7.7,598.0,117,2
Castlevania: Lords of Shadow,5,2010.0,8,14,0.5,0.35,0.1,0.15,1.1,85.0,62.0,8,468.0,357,1
Plants vs. Zombies,3,2011.0,11,92,0.9,0.12,0.0,0.08,1.1,81.0,23.0,7.4,29.0,91,3
Tales of Symphonia,19,2003.0,3,0,0.54,0.21,0.31,0.04,1.1,86.0,60.0,8.5,176.0,32,2
LEGO City Undercover,18,2013.0,1,0,0.47,0.42,0.13,0.08,1.1,80.0,66.0,8.2,283.0,182,3
Need for Speed: ProStreet,0,2007.0,2,7,0.53,0.45,0.0,0.12,1.1,61.0,16.0,6.9,14.0,107,3
GRID,5,2008.0,2,34,0.31,0.56,0.03,0.2,1.1,87.0,39.0,8.1,109.0,294,0
Medal of Honor: Airborne,4,2007.0,6,7,0.45,0.52,0.01,0.12,1.1,73.0,54.0,6.7,77.0,22,2
Star Ocean: The Second Story,12,1998.0,3,3,0.26,0.1,0.72,0.02,1.1,80.0,13.0,8.5,44.0,236,0
NCAA Football 14,4,2013.0,0,7,1.01,0.0,0.0,0.08,1.09,77.0,18.0,5.8,74.0,57,0
Yakuza 2,6,2006.0,10,8,0.05,0.04,0.84,0.16,1.09,77.0,34.0,8.1,52.0,269,1
Guitar Hero 5,5,2009.0,5,4,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,60,2
Dragon Ball Z: The Legacy of Goku II,8,2003.0,3,10,0.78,0.29,0.0,0.02,1.09,75.0,21.0,8.9,39.0,244,0
NERF N-Strike,0,2008.0,6,7,0.91,0.09,0.0,0.09,1.09,66.0,13.0,4.4,7.0,359,3
NFL 2K1,21,2000.0,0,8,1.02,0.05,0.0,0.02,1.09,97.0,22.0,6,47.0,83,0
Untold Legends: Brotherhood of the Blade,16,2005.0,3,4,0.54,0.33,0.01,0.22,1.09,68.0,51.0,7.6,58.0,360,2
Project CARS,9,2015.0,2,93,0.2,0.7,0.02,0.16,1.09,83.0,37.0,6.6,363.0,150,0
Madden NFL 2004,13,2003.0,0,7,1.02,0.02,0.0,0.05,1.09,92.0,27.0,8.3,48.0,57,0
Sonic and the Black Knight,0,2009.0,1,8,0.64,0.34,0.01,0.1,1.09,54.0,51.0,6.9,198.0,125,3
The Godfather,6,2006.0,8,7,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.3,99.0,22,1
Sonic Free Riders,4,2010.0,2,8,0.74,0.25,0.0,0.09,1.09,47.0,52.0,2.1,98.0,180,0
Star Wars: Bounty Hunter,6,2002.0,6,18,0.53,0.42,0.0,0.14,1.09,65.0,32.0,8.3,33.0,143,2
WWE SmackDown vs. Raw 2011,5,2010.0,9,28,0.44,0.46,0.01,0.18,1.09,74.0,42.0,6.9,41.0,156,2
NCAA Football 13,4,2012.0,8,7,1.02,0.0,0.0,0.07,1.09,76.0,20.0,5.5,65.0,57,0
Skate 2,4,2009.0,0,7,0.82,0.17,0.01,0.09,1.09,84.0,70.0,8,72.0,30,2
NASCAR Thunder 2004,6,2003.0,2,7,0.53,0.41,0.0,0.14,1.08,88.0,15.0,8.9,77.0,57,0
Namco Museum Battle Collection,16,2005.0,5,3,0.75,0.18,0.0,0.16,1.08,73.0,28.0,7.2,9.0,91,3
Empire: Total War,14,2009.0,11,8,0.01,0.97,0.0,0.1,1.08,90.0,62.0,6.9,2981.0,218,2
Virtua Fighter 5,5,2007.0,9,8,0.29,0.51,0.08,0.2,1.08,85.0,47.0,7.4,67.0,219,2
Dante's Inferno,5,2010.0,8,7,0.64,0.28,0.04,0.13,1.08,75.0,69.0,7.5,265.0,189,1
Tom Clancy's Ghost Recon 2,6,2004.0,6,5,0.64,0.34,0.0,0.1,1.08,58.0,21.0,6,19.0,363,2
Forza Horizon 3,17,2016.0,2,1,0.42,0.58,0.0,0.08,1.08,91.0,90.0,7.4,594.0,295,0
Star Wars: The Force Unleashed,16,2008.0,8,18,0.43,0.4,0.0,0.24,1.08,70.0,10.0,8.1,49.0,213,2
Dragon Ball Z: Taiketsu,8,2003.0,9,10,0.77,0.29,0.0,0.02,1.08,40.0,23.0,6.1,22.0,244,2
Star Fox: Assault,19,2005.0,6,0,0.68,0.18,0.19,0.03,1.08,67.0,59.0,8.1,106.0,32,2
Plants vs. Zombies: Garden Warfare,4,2014.0,6,7,0.51,0.47,0.0,0.09,1.08,69.0,6.0,7.3,121.0,364,3
The Simpsons Game,16,2007.0,8,7,0.24,0.54,0.0,0.3,1.07,59.0,7.0,6.7,15.0,365,2
LEGO Star Wars II: The Original Trilogy,3,2006.0,8,18,0.96,0.03,0.0,0.08,1.07,47.0,9.0,5,38.0,186,0
Call of Duty 3,6,2006.0,6,4,0.89,0.03,0.0,0.15,1.07,82.0,14.0,7.4,83.0,6,2
FIFA Soccer 11,0,2010.0,0,7,0.26,0.69,0.0,0.12,1.07,73.0,17.0,7.3,8.0,18,0
Prince of Persia,5,2008.0,8,5,0.47,0.4,0.03,0.17,1.07,85.0,59.0,7.3,245.0,52,2
Tomb Raider: Underworld,4,2008.0,8,21,0.53,0.42,0.01,0.11,1.07,76.0,57.0,6.6,198.0,298,2
Pro Evolution Soccer 2008,4,2007.0,0,14,0.08,0.9,0.04,0.05,1.07,76.0,29.0,7.8,36.0,69,0
SoulCalibur III,6,2005.0,9,25,0.74,0.15,0.13,0.05,1.07,86.0,57.0,8.4,96.0,32,2
Tiger Woods PGA Tour 10,0,2009.0,0,7,0.6,0.36,0.0,0.11,1.07,88.0,44.0,8.8,57.0,57,0
World Tour Soccer,16,2005.0,0,3,0.1,0.63,0.0,0.34,1.07,70.0,31.0,5.6,5.0,366,0
Naruto: Ultimate Ninja Storm,5,2008.0,9,25,0.49,0.34,0.09,0.15,1.07,75.0,32.0,8.6,95.0,325,2
Lightning Returns: Final Fantasy XIII,5,2013.0,3,15,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,46,2
Mortal Kombat: Armageddon,6,2006.0,9,39,0.88,0.04,0.0,0.14,1.06,75.0,43.0,8.5,84.0,162,1
Freekstyle,6,2002.0,2,7,0.52,0.41,0.0,0.14,1.06,81.0,25.0,7.3,14.0,367,0
Grand Theft Auto: Chinatown Wars,16,2009.0,8,2,0.28,0.49,0.03,0.27,1.06,90.0,77.0,7.3,146.0,25,1
Spore Creatures,3,2008.0,7,7,0.66,0.3,0.0,0.1,1.06,65.0,20.0,6.5,21.0,243,0
The Orange Box,5,2007.0,6,7,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,107,1
DJ Hero,4,2009.0,5,4,0.56,0.39,0.0,0.11,1.06,84.0,72.0,8,42.0,368,2
Bully: Scholarship Edition,4,2008.0,8,2,0.53,0.4,0.03,0.11,1.06,80.0,56.0,8.3,154.0,369,2
NBA Street V3,6,2005.0,0,7,0.52,0.41,0.0,0.14,1.06,89.0,36.0,8.7,37.0,35,0
Hulk,6,2003.0,8,20,0.52,0.41,0.0,0.14,1.06,71.0,28.0,8.3,22.0,311,2
Overwatch,17,2016.0,6,4,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,41,2
Aliens vs Predator,4,2010.0,6,8,0.55,0.4,0.0,0.11,1.06,64.0,64.0,7.3,247.0,248,1
Skylanders Giants,5,2012.0,8,4,0.36,0.49,0.0,0.2,1.06,77.0,21.0,6.3,18.0,140,3
Diablo II: Lord of Destruction,14,2001.0,3,23,1.03,0.02,0.0,0.0,1.06,87.0,21.0,9.1,639.0,370,1
Endless Ocean,0,2007.0,10,0,0.43,0.46,0.09,0.09,1.06,72.0,42.0,8.1,61.0,371,0
Spider-Man 2,8,2004.0,8,4,0.76,0.28,0.0,0.02,1.06,65.0,12.0,7.7,6.0,80,0
Seek and Destroy,6,2002.0,2,97,0.52,0.4,0.0,0.14,1.06,63.0,9.0,8.8,10.0,372,2
Darksiders,4,2010.0,8,28,0.67,0.28,0.01,0.1,1.06,83.0,81.0,7.9,292.0,373,1
Mercenaries 2: World in Flames,4,2008.0,6,7,0.65,0.3,0.01,0.1,1.06,72.0,69.0,7.2,152.0,93,2
Warhawk,5,2007.0,7,3,0.49,0.39,0.0,0.17,1.06,84.0,50.0,8.4,183.0,292,2
DiRT 3,5,2011.0,2,34,0.27,0.57,0.01,0.2,1.06,87.0,52.0,7.1,122.0,294,2
Sega Superstars Tennis,0,2008.0,0,8,0.28,0.65,0.0,0.13,1.05,71.0,24.0,7,16.0,129,3
DiRT,5,2007.0,2,34,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8,32.0,294,0
Call of Duty 4: Modern Warfare,3,2007.0,6,4,0.95,0.01,0.01,0.08,1.05,75.0,22.0,6.9,36.0,374,2
Resident Evil: The Darkside Chronicles,0,2009.0,8,12,0.46,0.31,0.2,0.09,1.05,75.0,55.0,8,60.0,267,1
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,16,2006.0,6,3,0.81,0.11,0.0,0.13,1.05,81.0,31.0,9,36.0,92,2
NBA 2K3,6,2002.0,0,8,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8,22.0,83,0
LEGO The Lord of the Rings,5,2012.0,8,19,0.37,0.49,0.0,0.19,1.05,82.0,16.0,8.3,85.0,182,3
The Simpsons: Road Rage,13,2001.0,2,7,0.78,0.26,0.0,0.01,1.05,61.0,17.0,8.3,6.0,94,2
Dave Mirra Freestyle BMX,12,2000.0,0,30,0.91,0.11,0.0,0.03,1.05,82.0,14.0,8.4,5.0,300,0
EA Sports UFC,9,2014.0,0,7,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,18,2
Forza Motorsport,13,2005.0,2,1,0.52,0.51,0.0,0.02,1.05,92.0,73.0,7.6,213.0,376,0
Virtua Tennis 3,5,2007.0,0,8,0.23,0.58,0.03,0.21,1.05,80.0,35.0,7.9,32.0,377,0
MVP Baseball 2003,6,2003.0,0,7,0.51,0.4,0.0,0.13,1.04,81.0,22.0,8.9,17.0,18,0
WWE SmackDown vs. Raw 2010,4,2009.0,9,28,0.56,0.37,0.01,0.1,1.04,80.0,59.0,8.4,36.0,156,2
Sleeping Dogs,5,2012.0,8,15,0.31,0.49,0.05,0.19,1.04,83.0,40.0,7.7,645.0,353,1
Naruto: Clash of Ninja 2,19,2003.0,9,0,0.44,0.12,0.45,0.03,1.04,74.0,22.0,8.9,39.0,379,2
Dance Dance Revolution SuperNOVA,6,2006.0,7,14,0.87,0.03,0.0,0.14,1.04,73.0,25.0,8.7,6.0,69,3
Aliens vs Predator,5,2010.0,6,8,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0,248,1
F-Zero: Maximum Velocity,8,2001.0,2,0,0.39,0.16,0.37,0.12,1.04,86.0,19.0,8.5,22.0,20,0
Sonic the Hedgehog,4,2006.0,1,8,0.44,0.48,0.0,0.11,1.04,46.0,38.0,4.4,455.0,180,3
Need for Speed: Most Wanted,13,2005.0,2,7,0.53,0.46,0.0,0.05,1.04,83.0,32.0,8.8,29.0,35,2
The Simpsons Game,4,2007.0,8,7,0.54,0.39,0.0,0.11,1.03,71.0,52.0,7.7,71.0,380,2
F1 2012,5,2012.0,2,34,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,294,0
Brink,4,2011.0,6,6,0.59,0.35,0.01,0.09,1.03,68.0,85.0,5.8,404.0,381,2
MX vs. ATV Unleashed,6,2005.0,2,28,0.86,0.03,0.0,0.14,1.03,79.0,30.0,8.4,17.0,167,0
WipEout Pure,16,2005.0,2,3,0.47,0.34,0.0,0.23,1.03,88.0,56.0,7.9,102.0,382,0
UFC Undisputed 3,5,2012.0,8,28,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0,156,2
LEGO Pirates of the Caribbean: The Video Game,4,2011.0,8,32,0.54,0.39,0.0,0.09,1.03,73.0,54.0,7,31.0,50,3
Tom Clancy's Ghost Recon Advanced Warfighter 2,5,2007.0,6,5,0.34,0.48,0.02,0.19,1.03,84.0,29.0,8.1,41.0,383,2
Super Princess Peach,3,2005.0,1,0,0.7,0.05,0.21,0.07,1.03,75.0,48.0,7.6,33.0,91,0
Guinness World Records: The Videogame,0,2008.0,8,19,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7,8.0,64,3
NCAA March Madness 2004,6,2003.0,0,7,0.5,0.39,0.0,0.13,1.03,82.0,16.0,8.8,12.0,138,0
The Legend of Zelda: Twilight Princess HD,18,2016.0,8,0,0.56,0.3,0.08,0.09,1.03,86.0,74.0,8.4,329.0,384,2
LEGO Indiana Jones: The Original Adventures,5,2008.0,8,4,0.44,0.42,0.0,0.17,1.03,77.0,36.0,7.7,30.0,50,3
Tomb Raider,14,1996.0,8,21,0.96,0.07,0.0,0.0,1.03,86.0,18.0,8.5,3552.0,385,1
Street Fighter Alpha 3,12,1998.0,9,17,0.38,0.12,0.51,0.02,1.03,93.0,12.0,8.5,46.0,48,2
MySims Agents,0,2009.0,10,7,0.61,0.32,0.0,0.1,1.03,78.0,28.0,8.6,28.0,22,0
MotorStorm: Arctic Edge,16,2009.0,2,3,0.16,0.57,0.0,0.29,1.02,79.0,58.0,8.8,39.0,387,2
FIFA Soccer 08,0,2007.0,0,7,0.32,0.59,0.01,0.11,1.02,65.0,13.0,6.1,26.0,35,0
Tiger Woods PGA Tour 08,0,2007.0,0,7,0.93,0.01,0.0,0.08,1.02,72.0,24.0,7,22.0,388,0
Dragon Ball Z: Budokai Tenkaichi 3,0,2007.0,9,10,0.32,0.36,0.26,0.09,1.02,72.0,27.0,8.4,61.0,122,2
Shrek 2,19,2004.0,1,4,0.73,0.26,0.01,0.03,1.02,70.0,25.0,6.4,14.0,109,0
NBA 2K17,17,2016.0,0,2,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,83,0
Tom Clancy's Ghost Recon Advanced Warfighter 2,4,2007.0,6,5,0.87,0.05,0.02,0.08,1.02,86.0,58.0,8.1,89.0,383,2
Sonic Unleashed,5,2008.0,1,8,0.56,0.32,0.01,0.14,1.02,54.0,24.0,7.9,130.0,125,3
Disney Universe,0,2011.0,8,32,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6,5.0,103,3
Dance on Broadway,0,2010.0,5,5,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,389,3
LEGO Indiana Jones 2: The Adventure Continues,4,2009.0,8,4,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.4,25.0,50,3
Bulletstorm,4,2011.0,6,7,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,391,1
Skylanders SWAP Force,5,2013.0,1,4,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,67,3
Madden NFL 07,13,2006.0,0,7,0.97,0.03,0.0,0.03,1.02,83.0,27.0,8.7,6.0,57,0
Sonic Generations,10,2011.0,1,8,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,392,0
Rock Band 2,0,2008.0,5,31,0.93,0.01,0.0,0.08,1.02,92.0,10.0,7.7,45.0,58,2
Harry Potter and the Prisoner of Azkaban,6,2004.0,8,7,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.7,29.0,107,0
Pokemon Conquest,3,2012.0,3,0,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,393,0
Wall-E,0,2008.0,1,28,0.51,0.4,0.0,0.11,1.01,51.0,18.0,3.6,8.0,172,0
Naruto: Clash of Ninja Revolution,0,2007.0,9,99,0.44,0.46,0.0,0.11,1.01,74.0,23.0,8,27.0,379,2
Ace Combat 6: Fires of Liberation,4,2007.0,7,10,0.69,0.04,0.22,0.06,1.01,80.0,54.0,7.9,101.0,395,2
The Simpsons Game,0,2007.0,8,7,0.45,0.46,0.0,0.11,1.01,64.0,19.0,6.1,38.0,365,2
Ninja Gaiden II,4,2008.0,8,48,0.65,0.22,0.05,0.1,1.01,81.0,74.0,8,302.0,396,1
Assassin's Creed: Rogue,4,2014.0,8,5,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,12,1
Rayman Legends,9,2014.0,1,5,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,195,3
Prince of Persia,4,2008.0,8,5,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7,189.0,52,2
ZombiU,18,2012.0,8,5,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,195,1
Pokken Tournament,18,2016.0,9,25,0.5,0.26,0.17,0.08,1.01,76.0,74.0,8,273.0,247,3
Ford Racing 2,6,2003.0,2,87,0.49,0.38,0.0,0.13,1.0,51.0,5.0,8,8.0,397,0
NERF N-Strike Elite,0,2009.0,6,7,0.93,0.0,0.0,0.07,1.0,67.0,12.0,4.5,6.0,388,3
God of War: Ghost of Sparta,16,2010.0,8,3,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,75,1
SoulCalibur II,13,2003.0,9,25,0.78,0.18,0.03,0.0,1.0,92.0,39.0,8.9,54.0,32,2
Dynasty Warriors 3: Xtreme Legends,6,2002.0,8,48,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,188,2
Rayman Origins,5,2011.0,1,5,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,399,3
NFL Fever 2002,13,2000.0,0,1,0.74,0.21,0.0,0.04,0.99,79.0,24.0,8.5,10.0,376,0
Just Dance 2014,4,2013.0,5,5,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,12,3
NCAA Football 12,4,2011.0,0,7,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,18,0
UFC Undisputed 3,4,2012.0,8,28,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,156,2
Kirby: Mass Attack,3,2011.0,1,0,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,34,0
Haze,5,2008.0,6,5,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,294.0,400,1
Oddworld: Abe's Exoddus,12,1998.0,1,13,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,336,2
The Bouncer,6,2000.0,8,3,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8,35.0,401,2
DiRT 2,5,2009.0,2,34,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,94.0,294,2
Guitar Hero: Aerosmith,5,2008.0,5,4,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5,26.0,60,2
Shadow The Hedgehog,19,2005.0,1,8,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0,125,3
EyePet,5,2009.0,7,3,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,223,0
Apollo Justice: Ace Attorney,3,2007.0,10,12,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0,48,2
Ace Combat X: Skies of Deception,16,2006.0,7,25,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0,395,2
Dark Souls,4,2011.0,3,25,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,163,1
Midnight Club: LA Remix,16,2008.0,2,2,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,404,2
Pro Evolution Soccer 2008,16,2008.0,0,14,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,69,0
FIFA Soccer 10,0,2009.0,0,7,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0,18,0
Tales of Graces f,5,2010.0,3,25,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,145,2
Fallout 3,14,2008.0,3,6,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0,17,1
Mario Party Advance,8,2005.0,5,0,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0,21,0
Zoo Tycoon DS,3,2005.0,11,28,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0,217,0
WWE SmackDown vs Raw 2008,0,2007.0,9,28,0.38,0.5,0.0,0.11,0.98,59.0,13.0,5.9,18.0,156,2
Dead Space 3,4,2013.0,8,7,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0,189,1
Tom Clancy's Splinter Cell: Blacklist,4,2013.0,8,5,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0,405,1
NBA 2K10,4,2009.0,0,2,0.88,0.02,0.0,0.08,0.97,82.0,46.0,7.6,34.0,83,0
NCAA Football 06,13,2005.0,0,7,0.73,0.21,0.0,0.03,0.97,87.0,38.0,8.3,27.0,18,0
Grand Theft Auto: San Andreas,14,2005.0,8,2,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,1841.0,3,1
Madden NFL 08,5,2007.0,0,7,0.89,0.0,0.0,0.08,0.97,81.0,31.0,5.3,33.0,57,0
Fire Emblem,8,2003.0,11,0,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0,55,0
Brutal Legend,4,2009.0,8,7,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8,268.0,406,1
Disney Infinity,5,2013.0,8,32,0.49,0.32,0.0,0.16,0.97,75.0,21.0,5.9,47.0,260,3
NHL 2004,6,2003.0,0,7,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,18,0
Grand Theft Auto: Vice City Stories,6,2007.0,8,2,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.9,67.0,25,1
FIFA Soccer 2005,13,2004.0,0,7,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.7,23.0,35,0
Mass Effect 3,14,2012.0,3,7,0.4,0.44,0.0,0.12,0.97,89.0,23.0,5.5,5926.0,116,1
Cars,3,2006.0,2,28,0.85,0.04,0.0,0.07,0.97,54.0,17.0,2.1,11.0,193,0
Band Hero,0,2009.0,5,4,0.59,0.29,0.0,0.09,0.97,79.0,20.0,6.6,15.0,67,3
Skylanders: Spyro's Adventure,4,2011.0,8,4,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.2,53.0,140,3
LEGO Star Wars II: The Original Trilogy,19,2006.0,8,18,0.75,0.19,0.0,0.03,0.97,84.0,25.0,9.1,16.0,50,3
Medal of Honor: Underground,12,2000.0,6,7,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9,44.0,146,2
Dark Cloud 2,6,2002.0,3,3,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,49,2
Far Cry 3,14,2012.0,6,5,0.22,0.62,0.0,0.12,0.96,88.0,43.0,8.2,3183.0,52,1
Evolve,9,2015.0,6,2,0.36,0.41,0.05,0.15,0.96,76.0,46.0,4.3,894.0,407,1
Dead Space 3,5,2013.0,8,7,0.44,0.36,0.0,0.16,0.96,76.0,37.0,6.4,522.0,189,1
NHL 2001,6,2000.0,0,7,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0,18,0
Farming Simulator 2013,14,2012.0,7,82,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0,408,0
Guitar Hero: Warriors of Rock,0,2010.0,5,4,0.47,0.4,0.0,0.09,0.96,77.0,26.0,7.5,17.0,409,2
de Blob,0,2008.0,1,28,0.49,0.37,0.0,0.1,0.96,82.0,48.0,8.6,73.0,410,0
Shinobi,6,2002.0,1,3,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0,411,1
Mortal Kombat: Deadly Alliance,13,2002.0,9,39,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0,162,1
The Witcher 2: Assassins of Kings,14,2011.0,8,25,0.25,0.56,0.0,0.14,0.96,88.0,76.0,8.5,4378.0,81,1
Sniper Elite V2,5,2012.0,6,11,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,248,1
ESPN NBA 2K5,13,2004.0,0,63,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0,83,0
Gangs of London,16,2006.0,10,3,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0,223,1
Mario Tennis Open,10,2012.0,0,0,0.26,0.29,0.34,0.05,0.95,69.0,58.0,6.9,110.0,226,0
PilotWings Resort,10,2011.0,7,0,0.4,0.36,0.13,0.07,0.95,71.0,64.0,7.4,88.0,412,0
World Championship Poker,6,2004.0,5,97,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0,414,0
