Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Boogie,1,2007.0,6,8,0.43,0.03,0.0,0.04,0.49,57.0,37.0,5.3,54.0,259,4,31.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Power Rangers: Dino Thunder,9,2003.0,9,29,0.35,0.13,0.0,0.01,0.49,49.0,5.0,0.0,0.0,496,1,24.5
GoldenEye: Rogue Agent,14,2004.0,7,8,0.34,0.13,0.0,0.02,0.49,61.0,55.0,7.2,20.0,37,3,34.1
Fire Emblem: Radiant Dawn,1,2007.0,12,1,0.27,0.03,0.17,0.03,0.49,78.0,36.0,8.7,180.0,56,4,43.35
The Sims,20,2003.0,8,8,0.35,0.13,0.0,0.01,0.49,85.0,16.0,7.7,22.0,143,3,46.35
Plants vs. Zombies: Garden Warfare 2,10,2016.0,7,8,0.2,0.21,0.0,0.08,0.49,81.0,29.0,7.7,111.0,365,4,44.35
Grandia III,7,2005.0,4,16,0.12,0.1,0.24,0.03,0.49,77.0,38.0,8.3,53.0,10,3,42.65
Ace Combat: Assault Horizon,5,2011.0,9,26,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,396,3,42.1
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,7,2006.0,7,26,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Mario & Wario,8,1993.0,5,1,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Scarface: The World is Yours,14,2006.0,9,24,0.37,0.11,0.0,0.02,0.49,76.0,41.0,8.4,46.0,312,2,42.2
Resident Evil: The Mercenaries 3D,11,2011.0,9,13,0.16,0.16,0.13,0.03,0.49,65.0,69.0,6.4,110.0,49,2,35.7
FIFA Soccer 64,12,1997.0,1,8,0.16,0.3,0.0,0.03,0.49,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Star Wars Battlefront: Elite Squadron,4,2009.0,7,19,0.42,0.03,0.0,0.04,0.49,61.0,12.0,5.0,8.0,375,4,33.0
Epic Mickey: Power of Illusion,11,2012.0,9,33,0.36,0.04,0.04,0.04,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Kane & Lynch 2: Dog Days,5,2010.0,7,16,0.2,0.22,0.01,0.05,0.49,0.0,0.0,0.0,0.0,0,0,0.0
J-League Pro Soccer Club wo Tsukurou! 2,24,1997.0,1,9,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
SpongeBob SquarePants: Creature from the Krusty Krab,4,2006.0,2,29,0.45,0.0,0.0,0.04,0.49,56.0,7.0,7.3,4.0,279,1,31.65
Backyard Baseball,7,2004.0,1,11,0.24,0.19,0.0,0.06,0.49,0.0,0.0,7.2,10.0,645,1,3.6
WipEout Pulse,7,2009.0,3,4,0.0,0.15,0.0,0.33,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Middle-Earth: Shadow of Mordor,5,2014.0,9,20,0.28,0.16,0.0,0.04,0.49,0.0,0.0,4.6,77.0,593,2,2.3
Barbie Horse Adventures: Wild Horse Rescue,7,2003.0,1,21,0.24,0.19,0.0,0.06,0.49,0.0,0.0,6.6,10.0,282,1,3.3
Pokemon Art Academy ,11,2014.0,6,1,0.18,0.12,0.16,0.03,0.49,76.0,22.0,7.7,19.0,160,1,41.85
Taiko no Tatsujin: Appare Sandaime,7,2003.0,6,26,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
One Piece: Grand Battle!,13,2001.0,10,11,0.0,0.0,0.46,0.03,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Sonic & All-Stars Racing Transformed,6,2012.0,3,9,0.08,0.3,0.01,0.09,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Medal of Honor,15,2010.0,7,8,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,155,2,39.2
Asphalt 3D,11,2011.0,3,6,0.27,0.16,0.02,0.04,0.49,43.0,37.0,4.4,24.0,537,4,23.7
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",7,2009.0,7,5,0.25,0.01,0.0,0.22,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Crazy Taxi,20,2001.0,3,31,0.36,0.09,0.02,0.01,0.49,69.0,20.0,7.5,21.0,311,3,38.25
Dragon Ball Z: Burst Limit,5,2008.0,10,11,0.24,0.18,0.03,0.05,0.49,72.0,50.0,7.6,41.0,451,3,39.8
Spy Hunter 2,7,2003.0,3,40,0.24,0.19,0.0,0.06,0.49,57.0,30.0,6.4,8.0,153,3,31.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Die Hard Trilogy 2: Viva Las Vegas,13,1999.0,9,30,0.27,0.18,0.0,0.03,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,7,2001.0,6,69,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
Sniper: Art of Victory,15,2008.0,7,87,0.0,0.45,0.0,0.03,0.49,36.0,7.0,3.6,16.0,348,2,19.8
Tales of Legendia,7,2005.0,4,26,0.07,0.05,0.35,0.02,0.49,72.0,37.0,7.7,38.0,33,3,39.85
SimCity 2000,8,1995.0,8,29,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 09,4,2008.0,1,8,0.12,0.31,0.0,0.06,0.49,84.0,5.0,6.1,31.0,36,1,45.05
Steel Diver,11,2011.0,9,1,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,1,4,32.15
Bravely Second: End Layer,11,2015.0,4,1,0.17,0.1,0.18,0.03,0.49,81.0,70.0,7.4,103.0,582,3,44.2
Alone in the Dark,5,2008.0,11,11,0.14,0.3,0.0,0.05,0.48,58.0,53.0,5.7,162.0,481,2,31.85
Football Manager Handheld 2009,17,2008.0,1,9,0.0,0.47,0.0,0.02,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Puzzle & Dragons Z + Super Mario Bros. Edition,11,2015.0,5,1,0.06,0.07,0.34,0.01,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Shrek the Third,7,2007.0,9,5,0.4,0.02,0.0,0.07,0.48,56.0,18.0,6.1,9.0,187,4,31.05
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed: Porsche Unleashed,9,2004.0,3,85,0.35,0.13,0.0,0.01,0.48,62.0,4.0,7.8,8.0,646,1,34.9
Yu-Gi-Oh! Forbidden Memories (JP sales),13,1999.0,4,15,0.0,0.0,0.45,0.03,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Far Cry 2,15,2008.0,9,6,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,53,2,45.4
NFL Street 2,14,2004.0,1,8,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0,58,1,42.25
Millipede,16,1983.0,7,11,0.45,0.03,0.0,0.01,0.48,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of the Mystical Ninja,8,1991.0,11,15,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Mad Max (2015),18,2015.0,9,20,0.28,0.16,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Rock Band Unplugged,17,2009.0,6,32,0.24,0.14,0.0,0.1,0.48,79.0,50.0,8.6,31.0,647,3,43.8
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Jeopardy!,7,2003.0,6,11,0.24,0.18,0.0,0.06,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Destroy All Humans! 2,7,2006.0,9,29,0.4,0.02,0.0,0.07,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Skylanders: SuperChargers,19,2015.0,9,5,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,68,4,46.3
ECW Hardcore Revolution,13,1999.0,10,31,0.27,0.18,0.0,0.03,0.48,0.0,0.0,0.0,0.0,0,0,0.0
You're in the Movies,5,2008.0,6,2,0.27,0.17,0.0,0.05,0.48,55.0,21.0,5.5,20.0,276,1,30.25
Cars 2,5,2011.0,3,33,0.28,0.15,0.0,0.05,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Scene It? Lights Camera Action,5,2007.0,6,2,0.43,0.01,0.0,0.04,0.48,73.0,41.0,8.1,21.0,649,3,40.55
MotorStorm: Apocalypse,6,2011.0,3,4,0.21,0.19,0.0,0.08,0.48,77.0,74.0,7.7,155.0,85,3,42.35
Dark Sector,5,2008.0,7,59,0.22,0.2,0.01,0.05,0.48,72.0,71.0,7.5,147.0,494,2,39.75
Wu-Tang: Shaolin Style,13,1998.0,10,5,0.27,0.18,0.0,0.03,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Tiger Woods PGA Tour 07,5,2006.0,1,8,0.44,0.0,0.0,0.04,0.48,80.0,44.0,7.9,21.0,98,1,43.95
Plants vs. Zombies: Garden Warfare 2,18,2016.0,7,8,0.29,0.15,0.0,0.04,0.48,80.0,64.0,8.1,79.0,365,4,44.05
Mario Golf: World Tour,11,2014.0,1,1,0.15,0.13,0.17,0.03,0.48,78.0,73.0,8.2,76.0,227,1,43.1
Secret Weapons Over Normandy,7,2003.0,8,19,0.24,0.18,0.0,0.06,0.48,81.0,26.0,8.2,19.0,650,3,44.6
Harvest Moon 64,12,1999.0,8,166,0.25,0.06,0.11,0.06,0.48,0.0,0.0,0.0,0.0,0,0,0.0
All-Star Baseball 99,12,1998.0,1,31,0.44,0.04,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Bratz: The Movie,7,2007.0,8,29,0.24,0.18,0.0,0.06,0.48,0.0,0.0,5.0,4.0,282,1,2.5
Crash of the Titans,4,2007.0,9,24,0.42,0.02,0.0,0.04,0.48,73.0,8.0,5.9,10.0,187,1,39.45
Dragon Ball: XenoVerse,6,2015.0,10,26,0.16,0.13,0.14,0.06,0.48,0.0,0.0,7.1,62.0,118,3,3.55
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Lollipop Chainsaw,5,2012.0,9,20,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7.0,260.0,538,2,38.5
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",1,2009.0,7,5,0.24,0.19,0.0,0.05,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Vigilante 8: 2nd Offense,13,1999.0,3,5,0.27,0.18,0.0,0.03,0.48,0.0,0.0,0.0,0.0,0,0,0.0
The Saboteur,6,2009.0,9,8,0.2,0.21,0.0,0.07,0.48,72.0,54.0,8.1,118.0,94,2,40.05
Metal Gear Rising: Revengeance,5,2013.0,9,15,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,290,2,44.9
Atelier Rorona: Alchemist of Arland,6,2009.0,4,132,0.22,0.1,0.11,0.05,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Theme Park Roller Coaster,7,2000.0,12,8,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,170,1,44.95
Bass Pro Shops: The Strike,1,2009.0,1,167,0.44,0.0,0.0,0.03,0.48,0.0,0.0,7.6,5.0,487,1,3.8
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
NFL Xtreme 2,13,1999.0,1,44,0.27,0.18,0.0,0.03,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Major League Baseball 2K13,5,2013.0,1,3,0.44,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0,0,0.0
Scrabble 2007 Edition,4,2007.0,5,6,0.0,0.47,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0,0,0.0
NHL 16,18,2015.0,1,8,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6.0,81.0,554,4,43.0
Midnight Club: Street Racing,9,2001.0,3,168,0.34,0.13,0.0,0.01,0.48,50.0,5.0,5.3,6.0,153,1,27.65
Tiger Woods PGA Tour 06,14,2005.0,1,8,0.35,0.11,0.0,0.02,0.48,81.0,30.0,5.1,11.0,19,1,43.05
Fortune Street,1,2011.0,6,1,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0,432,1,37.75
FIFA World Cup Germany 2006,5,2006.0,1,8,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,36,1,39.3
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Grand Prix,16,1981.0,3,5,0.45,0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
World of Outlaws: Sprint Cars 2002,7,2002.0,3,154,0.23,0.18,0.0,0.06,0.48,80.0,10.0,9.1,10.0,651,1,44.55
Children of Mana,4,2006.0,4,1,0.16,0.01,0.29,0.01,0.48,65.0,34.0,6.0,21.0,341,4,35.5
Sonic the Hedgehog,6,0.0,2,0,0.0,0.48,0.0,0.0,0.48,43.0,17.0,4.1,176.0,126,4,23.55
Fantavision,7,2000.0,5,4,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,652,1,39.15
Double Dragon,16,1989.0,9,5,0.45,0.02,0.0,0.01,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Alien Trilogy,13,1996.0,7,31,0.24,0.16,0.04,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
NBA Live 99,12,1998.0,1,8,0.45,0.02,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Karate,16,0.0,10,169,0.44,0.03,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
X-Men: Next Dimension,7,2002.0,10,5,0.23,0.18,0.0,0.06,0.47,61.0,19.0,8.7,13.0,501,3,34.85
Go Diego Go! Great Dinosaur Rescue,4,2008.0,9,3,0.43,0.01,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
The Godfather (JP sales),7,2006.0,9,8,0.39,0.02,0.0,0.06,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Dynasty Warriors Gundam,6,2007.0,9,49,0.14,0.01,0.31,0.02,0.47,60.0,29.0,6.9,16.0,509,3,33.45
Doom 3 BFG Edition,5,2012.0,7,7,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,260,2,36.75
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Spider-Man 3,1,2007.0,2,5,0.42,0.02,0.0,0.04,0.47,53.0,39.0,5.3,29.0,68,3,29.15
Super Puyo Puyo 2,8,1995.0,5,90,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Rock Band 4,18,2015.0,6,170,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,59,3,42.7
Gauntlet Legends,13,2000.0,9,40,0.26,0.18,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
James Bond 007: Blood Stone,5,2010.0,7,5,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,188,3,34.55
WipEout,13,1995.0,9,86,0.26,0.18,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Street Fighter X Tekken,5,2012.0,10,13,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,49,3,43.7
Dark Sector,6,2008.0,7,59,0.23,0.16,0.01,0.07,0.47,72.0,47.0,7.6,70.0,494,2,39.8
ICO,7,2001.0,9,4,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,328.0,234,3,49.4
World of Warcraft: Warlords of Draenor,15,2014.0,9,171,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,42,3,46.45
Ford Racing Off Road,1,2008.0,3,172,0.06,0.39,0.0,0.01,0.47,37.0,5.0,6.3,4.0,653,1,21.65
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,1,2011.0,4,16,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Unreal Tournament III,5,2008.0,7,40,0.25,0.17,0.01,0.05,0.47,82.0,47.0,7.6,95.0,38,2,44.8
FIFA Soccer 13,19,2012.0,9,8,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,23,1,37.6
Victorious Boxers: Ippo's Road to Glory,7,2000.0,10,88,0.05,0.04,0.38,0.01,0.47,75.0,15.0,8.0,10.0,654,3,41.5
Densetsu no Stafi,9,2002.0,2,1,0.0,0.0,0.46,0.01,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Valkyrie Profile 2: Silmeria,7,2006.0,4,16,0.04,0.03,0.39,0.01,0.47,84.0,45.0,9.0,59.0,237,3,46.5
Pinball Hall of Fame: The Williams Collection,1,2008.0,6,159,0.41,0.03,0.0,0.04,0.47,82.0,16.0,8.8,36.0,246,4,45.4
Hot Wheels Velocity X,7,2002.0,3,29,0.23,0.18,0.0,0.06,0.47,54.0,7.0,7.1,16.0,655,1,30.55
MySims Racing,1,2009.0,3,8,0.19,0.23,0.0,0.05,0.47,68.0,22.0,7.4,5.0,108,1,37.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
F.E.A.R. 2: Project Origin,6,2009.0,7,20,0.19,0.2,0.01,0.08,0.47,79.0,48.0,7.9,98.0,125,2,43.45
The Sims 2: Pets,1,2007.0,8,8,0.41,0.02,0.0,0.04,0.47,65.0,15.0,7.3,4.0,90,3,36.15
L.A. Rush,7,2005.0,3,40,0.23,0.18,0.0,0.06,0.47,58.0,31.0,8.0,10.0,163,3,33.0
Momotarou Dentetsu V,13,1999.0,6,124,0.0,0.0,0.44,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Doom 64,12,1997.0,7,40,0.38,0.08,0.0,0.01,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Bomberman Hero,12,1998.0,2,1,0.27,0.06,0.08,0.05,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Automobili Lamborghini,12,1997.0,3,104,0.28,0.17,0.0,0.01,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Quest 64,12,1998.0,4,15,0.38,0.08,0.0,0.01,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Crash: Mind Over Mutant,5,2008.0,2,24,0.22,0.2,0.0,0.05,0.47,60.0,42.0,6.5,23.0,312,4,33.25
Viva Pinata: Trouble in Paradise,5,2008.0,8,2,0.16,0.25,0.01,0.05,0.47,82.0,64.0,7.9,61.0,44,1,44.95
Epic Mickey 2: The Power of Two,6,2012.0,9,33,0.21,0.18,0.0,0.08,0.47,59.0,36.0,4.3,24.0,435,1,31.65
Commando,16,1987.0,9,5,0.44,0.02,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
NBA Ballers: Phenom,7,2006.0,1,40,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.5,8.0,163,1,38.75
Dragon Age Origins: Awakening,5,2010.0,4,8,0.33,0.1,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed Carbon,14,2006.0,3,8,0.35,0.1,0.0,0.02,0.47,74.0,19.0,7.4,11.0,36,4,40.7
Shadowrun,5,2007.0,4,2,0.41,0.02,0.0,0.04,0.47,66.0,57.0,7.5,156.0,439,2,36.75
Crazy Taxi: Fare Wars,17,2007.0,3,9,0.1,0.22,0.02,0.12,0.47,64.0,25.0,7.1,18.0,181,4,35.55
MTV Music Generator,13,1999.0,6,35,0.26,0.18,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
"Warhammer 40,000: Dawn of War II",15,2009.0,12,29,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1502.0,587,2,46.55
Hamsterz Life,4,2006.0,9,6,0.43,0.01,0.0,0.04,0.47,0.0,0.0,9.0,13.0,604,1,4.5
Emergency Heroes,1,2008.0,3,6,0.14,0.27,0.0,0.05,0.47,41.0,12.0,4.2,15.0,657,4,22.6
Super Momotarou Dentetsu DX,8,1995.0,6,69,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
FlingSmash,1,2010.0,9,1,0.37,0.01,0.07,0.02,0.47,48.0,26.0,6.8,13.0,145,1,27.4
World Soccer Winning Eleven 8: Liveware Evolution,7,2005.0,1,15,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Downhill Domination,7,2003.0,3,35,0.23,0.18,0.0,0.06,0.47,79.0,40.0,8.9,32.0,293,3,43.95
Dead Space Extraction,1,2009.0,7,8,0.32,0.1,0.01,0.04,0.47,82.0,76.0,8.1,82.0,658,2,45.05
Pirates of the Caribbean: Dead Man's Chest,9,2006.0,11,33,0.33,0.12,0.0,0.01,0.47,70.0,8.0,5.6,5.0,187,4,37.8
Silent Hill: Shattered Memories,1,2009.0,9,15,0.22,0.19,0.01,0.05,0.47,79.0,56.0,8.0,226.0,628,2,43.5
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
FIFA 12,15,2011.0,1,8,0.04,0.33,0.0,0.1,0.47,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
World Series of Poker,7,2005.0,6,5,0.39,0.01,0.0,0.06,0.47,46.0,15.0,8.2,20.0,243,4,27.1
Inazuma Eleven Go 2: Chrono Stone,11,2012.0,4,38,0.0,0.01,0.46,0.0,0.47,0.0,0.0,0.0,0.0,0,0,0.0
NHL 97,13,1996.0,1,8,0.26,0.18,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0,0,0.0
Final Fantasy Crystal Chronicles: Echoes of Time,4,2009.0,4,16,0.12,0.06,0.27,0.02,0.47,75.0,37.0,7.3,21.0,47,4,41.15
Rise of Nightmares,5,2011.0,9,9,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,181,2,30.9
EA Sports UFC,18,2014.0,1,8,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,19,3,38.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Spider-Man 3,4,2007.0,2,5,0.41,0.02,0.0,0.04,0.47,79.0,21.0,6.5,17.0,68,4,42.75
Dead or Alive 4,5,2005.0,10,49,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.2,223.0,226,2,46.6
Godzilla: Save the Earth,7,2004.0,10,11,0.23,0.18,0.0,0.06,0.47,62.0,19.0,8.7,21.0,39,3,35.35
Dance Dance Revolution: Mario Mix,20,2005.0,6,1,0.36,0.09,0.0,0.01,0.47,69.0,28.0,8.4,19.0,22,1,38.7
Metal Gear Solid: The Twin Snakes,20,2004.0,9,15,0.3,0.08,0.07,0.01,0.47,85.0,54.0,9.0,142.0,476,2,47.0
Tiger Woods PGA Tour 07,1,0.0,1,8,0.43,0.0,0.0,0.04,0.47,71.0,41.0,6.9,44.0,98,1,38.95
Art Academy: Lessons for Everyone,11,2012.0,9,1,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,659,1,44.3
Mat Hoffman's Pro BMX 2,7,2002.0,1,5,0.23,0.18,0.0,0.06,0.46,76.0,22.0,9.1,7.0,168,3,42.55
Metal Gear Solid: The Essential Collection,7,2007.0,11,15,0.23,0.18,0.0,0.06,0.46,0.0,0.0,8.9,9.0,70,2,4.45
One Piece: Pirate Warriors 3,10,2015.0,9,26,0.09,0.22,0.1,0.06,0.46,74.0,34.0,7.4,118.0,189,3,40.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2010 FIFA World Cup South Africa,17,2010.0,1,8,0.09,0.22,0.03,0.12,0.46,69.0,11.0,7.4,9.0,23,1,38.2
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Two Worlds II,6,2011.0,4,54,0.26,0.1,0.06,0.05,0.46,70.0,28.0,7.0,65.0,512,2,38.5
Football Manager 2015,15,2014.0,8,9,0.0,0.44,0.0,0.03,0.46,80.0,36.0,6.0,151.0,272,0,43.0
Destroy All Humans!,14,2005.0,7,29,0.34,0.11,0.0,0.02,0.46,0.0,0.0,0.0,0.0,0,0,0.0
Petz Sports,1,2008.0,8,6,0.42,0.01,0.0,0.04,0.46,0.0,0.0,0.0,0.0,0,0,0.0
Imagine: Figure Skater (US sales),4,2007.0,1,6,0.46,0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0,0,0.0
SimCity Creator,1,2008.0,8,8,0.36,0.02,0.04,0.04,0.46,67.0,17.0,6.8,13.0,23,1,36.9
Dragon Ball Z: Collectible Card Game,9,2002.0,6,53,0.33,0.12,0.0,0.01,0.46,62.0,4.0,5.5,4.0,429,1,33.75
Circus Atari,16,0.0,9,11,0.43,0.03,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Order of the Phoenix,1,2007.0,9,8,0.38,0.05,0.0,0.04,0.46,69.0,34.0,7.2,28.0,108,4,38.1
The Sims 3: Ambitions,15,2010.0,8,8,0.0,0.29,0.0,0.17,0.46,74.0,25.0,7.3,51.0,98,3,40.65
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Disney's Kim Possible 3: Team Possible,9,2005.0,2,33,0.33,0.12,0.0,0.01,0.46,76.0,6.0,7.7,6.0,251,1,41.85
Rygar: The Legendary Adventure,7,2002.0,9,173,0.2,0.15,0.06,0.05,0.46,83.0,30.0,8.4,14.0,379,3,45.7
Syphon Filter: Logan's Shadow,17,2007.0,7,4,0.25,0.12,0.0,0.09,0.46,85.0,41.0,8.8,47.0,437,3,46.9
Super Batter Up,8,1992.0,1,26,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0,0,0.0
Kessen II,7,2001.0,12,29,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,394,3,39.65
Crayon Shin-Chan: Arashi o Yobu Enji,8,1993.0,2,26,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Brothers In Arms: Earned in Blood,7,2005.0,7,6,0.38,0.01,0.0,0.06,0.46,71.0,20.0,7.9,23.0,101,2,39.45
