Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Dance Dance Revolution Extreme,7,2004,8,15,1.04,0.81,0.0,0.27,2.13,77.0,26.0,9.0,20.0,86,1,43.0
Final Fantasy Tactics Advance,9,2003,4,10,0.82,0.37,0.89,0.05,2.13,87.0,44.0,7.8,212.0,47,1,47.4
Your Shape featuring Jenny McCarthy,1,2009,1,6,1.49,0.46,0.0,0.18,2.12,62.0,5.0,5.2,54.0,13,1,33.6
Project Gotham Racing,14,2001,3,2,1.37,0.61,0.05,0.09,2.12,85.0,35.0,8.2,28.0,188,1,46.6
Golf,3,1989,1,1,0.83,0.33,0.92,0.04,2.12,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K12,6,2011,1,3,1.62,0.26,0.05,0.18,2.11,90.0,38.0,6.7,127.0,84,1,48.35
Tony Hawk's Pro Skater,12,2000,1,5,1.68,0.4,0.0,0.03,2.11,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed: Hot Pursuit 2,7,2002,3,8,1.68,0.31,0.02,0.09,2.11,89.0,31.0,8.5,92.0,169,1,48.75
PES 2009: Pro Evolution Soccer,6,2008,1,15,0.11,1.33,0.4,0.26,2.11,0.0,0.0,0.0,0.0,0,0,0.0
Dynasty Warriors 4,7,2003,9,49,0.63,0.21,1.13,0.13,2.11,78.0,24.0,9.3,201.0,189,3,43.65
NBA 2K14,6,2013,1,3,1.44,0.31,0.04,0.32,2.11,84.0,26.0,4.9,142.0,84,1,44.45
Parasite Eve,13,1998,4,10,0.94,0.07,1.05,0.04,2.1,81.0,17.0,8.9,89.0,15,2,44.95
Tetris DS,4,2006,5,1,0.63,0.05,1.35,0.08,2.1,84.0,56.0,8.7,44.0,1,1,46.35
Project Gotham Racing (JP weekly sales),14,2002,9,2,1.54,0.44,0.04,0.07,2.1,0.0,0.0,0.0,0.0,0,0,0.0
Scooby-Doo! Night of 100 Frights,7,2002,2,29,1.17,0.72,0.0,0.22,2.1,0.0,0.0,0.0,0.0,0,0,0.0
Battlefield: Hardline,10,2015,7,8,0.71,0.94,0.14,0.32,2.1,73.0,46.0,5.0,845.0,190,2,39.0
Mortal Kombat,5,2011,10,20,1.63,0.31,0.0,0.16,2.1,86.0,66.0,8.3,382.0,134,2,47.15
Borderlands,6,2009,7,3,1.2,0.6,0.0,0.29,2.09,83.0,58.0,7.9,427.0,101,2,45.45
Devil May Cry 3: Dante's Awakening,7,2005,9,13,0.99,0.63,0.29,0.19,2.09,84.0,60.0,9.0,212.0,49,2,46.5
Derby Stallion,13,1997,1,50,0.0,0.0,1.96,0.14,2.09,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K11,5,2010,9,3,1.84,0.12,0.01,0.13,2.09,89.0,50.0,8.1,100.0,84,1,48.55
Finding Nemo,7,2003,9,29,1.26,0.6,0.05,0.18,2.09,0.0,0.0,0.0,0.0,0,0,0.0
Dying Light,10,2015,9,20,0.96,0.67,0.12,0.34,2.09,74.0,58.0,7.9,1287.0,172,2,40.95
Yokai Watch,11,2013,4,1,0.25,0.45,1.33,0.05,2.09,0.0,0.0,0.0,0.0,0,0,0.0
Dead Rising,5,2006,9,13,1.16,0.64,0.08,0.2,2.08,85.0,82.0,7.6,520.0,49,2,46.3
World of Warcraft: Cataclysm,15,2010,4,5,1.77,0.32,0.0,0.0,2.08,90.0,53.0,5.6,953.0,42,3,47.8
Tetris Worlds,7,2002,5,29,1.11,0.71,0.0,0.27,2.08,44.0,7.0,6.2,11.0,191,1,25.1
Final Fantasy III,4,2006,4,16,0.89,0.04,1.07,0.09,2.08,77.0,45.0,7.1,136.0,192,4,42.05
Sim Theme Park,15,1998,12,8,2.04,0.04,0.0,0.0,2.08,0.0,0.0,8.3,14.0,170,1,4.15
Mario Party 5,20,2003,6,1,0.97,0.33,0.73,0.06,2.08,69.0,33.0,8.2,57.0,22,1,38.6
Rock Band,1,0,6,32,1.33,0.56,0.0,0.2,2.08,80.0,21.0,6.3,37.0,59,3,43.15
Warcraft: Orcs & Humans,15,1994,12,5,0.89,1.08,0.0,0.11,2.08,0.0,0.0,0.0,0.0,0,0,0.0
Mario & Luigi: Dream Team,11,2013,4,1,0.89,0.58,0.46,0.14,2.08,0.0,0.0,0.0,0.0,0,0,0.0
Portal 2,5,2011,7,51,1.41,0.49,0.01,0.17,2.08,95.0,66.0,8.5,997.0,78,4,51.75
Mario Sports Mix,1,2010,1,1,0.88,0.44,0.63,0.12,2.08,64.0,54.0,7.1,34.0,47,1,35.55
Need for Speed: Most Wanted 5-1-0,17,2005,3,8,1.77,0.12,0.02,0.17,2.07,72.0,21.0,7.8,54.0,36,4,39.9
Spec Ops: Airborne Commando,13,2002,7,3,1.54,0.46,0.0,0.08,2.07,0.0,0.0,0.0,0.0,0,0,0.0
The Sims 2: Pets,4,2006,8,8,0.92,0.93,0.0,0.22,2.07,49.0,5.0,5.2,24.0,193,1,27.1
Dance Dance Revolution: Hottest Party,1,2007,8,15,1.35,0.52,0.0,0.19,2.07,73.0,16.0,7.1,27.0,70,4,40.05
DriveClub,10,2014,3,4,0.36,1.38,0.02,0.31,2.07,71.0,85.0,6.1,1571.0,85,1,38.55
Yu-Gi-Oh! The Eternal Duelist Soul,9,2001,12,15,1.64,0.36,0.0,0.07,2.07,0.0,0.0,0.0,0.0,0,0,0.0
UFC 2009 Undisputed,5,2009,10,29,1.48,0.39,0.0,0.19,2.06,83.0,68.0,7.9,51.0,157,3,45.45
Metal Gear Solid: Peace Walker,17,2010,9,15,0.46,0.41,0.96,0.24,2.06,89.0,66.0,8.9,443.0,46,3,48.95
Kirby's Epic Yarn,1,2010,2,1,1.42,0.09,0.45,0.1,2.06,0.0,0.0,0.0,0.0,0,0,0.0
Wipeout: The Game,1,2009,6,52,1.94,0.0,0.0,0.12,2.06,0.0,0.0,0.0,0.0,0,0,0.0
Pokemon Mystery Dungeon: Red/Blue Rescue Team,9,2005,4,1,0.71,0.52,0.74,0.08,2.06,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
R4: Ridge Racer Type 4,13,1998,3,26,0.68,0.46,0.79,0.13,2.06,88.0,18.0,9.2,21.0,33,0,48.6
Kingdom Hearts: Birth by Sleep,17,2010,4,16,0.63,0.41,0.75,0.26,2.06,82.0,62.0,8.6,208.0,47,4,45.3
Tom Clancy's Splinter Cell: Conviction,5,2010,9,6,1.2,0.62,0.04,0.19,2.06,0.0,0.0,0.0,0.0,0,0,0.0
SoulCalibur II,7,2003,10,26,1.06,0.62,0.13,0.25,2.06,92.0,41.0,8.8,120.0,33,3,50.4
Need for Speed: ProStreet,5,2007,3,8,1.04,0.79,0.01,0.21,2.05,72.0,42.0,7.1,78.0,31,4,39.55
Sonic Mega Collection,20,2002,6,53,1.47,0.48,0.05,0.06,2.05,75.0,26.0,8.8,41.0,126,1,41.9
Ghostbusters: The Video Game (DS Version),6,2010,9,3,0.6,0.96,0.13,0.36,2.05,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 15,5,2014,1,8,1.77,0.06,0.0,0.22,2.05,0.0,0.0,5.5,29.0,19,1,2.75
Need For Speed: Undercover,6,2008,3,8,0.63,1.0,0.05,0.38,2.05,59.0,40.0,5.9,71.0,195,3,32.45
Toy Story 3: The Video Game,4,2010,9,33,0.89,0.94,0.02,0.21,2.05,0.0,0.0,0.0,0.0,0,0,0.0
NBA Jam,21,1992,1,39,1.75,0.25,0.0,0.05,2.05,0.0,0.0,0.0,0.0,0,0,0.0
SOCOM: U.S. Navy SEALs: Combined Assault,7,2006,7,4,1.74,0.02,0.0,0.28,2.04,72.0,38.0,9.0,34.0,93,3,40.5
Peter Jackson's King Kong: The Official Game of the Movie,7,2005,9,6,0.71,1.02,0.0,0.31,2.04,82.0,41.0,8.2,68.0,196,3,45.1
Need for Speed: ProStreet,6,2007,3,8,0.73,0.91,0.04,0.36,2.04,73.0,26.0,6.0,43.0,31,4,39.5
Donkey Kong Country,9,2003,2,1,1.2,0.48,0.29,0.07,2.04,78.0,26.0,8.9,53.0,44,1,43.45
Dance Central 2,5,2011,6,2,1.45,0.41,0.01,0.16,2.04,86.0,56.0,8.2,63.0,59,3,47.1
PGR4 - Project Gotham Racing 4,5,2007,3,2,0.48,1.28,0.02,0.25,2.04,0.0,0.0,0.0,0.0,0,0,0.0
1080°: TenEighty Snowboarding,12,1998,1,1,1.25,0.61,0.13,0.05,2.03,0.0,0.0,0.0,0.0,0,0,0.0
Carnival Games,4,2008,6,3,1.21,0.63,0.0,0.19,2.03,48.0,11.0,3.3,4.0,80,1,25.65
NBA Live 2004,7,2003,1,8,1.57,0.18,0.0,0.27,2.03,86.0,19.0,7.7,41.0,19,1,46.85
Call of Duty 2,5,2005,7,5,1.82,0.04,0.01,0.16,2.03,89.0,65.0,8.1,307.0,8,3,48.55
Rayman Raving Rabbids: TV Party,1,2008,6,6,0.72,1.08,0.0,0.23,2.03,73.0,24.0,7.7,29.0,72,4,40.35
Pokémon Mystery Dungeon: Blue Rescue Team,4,2005,4,1,1.15,0.04,0.83,0.0,2.02,62.0,34.0,8.1,97.0,197,1,35.05
Dark Souls,6,2011,4,26,0.75,0.51,0.54,0.22,2.02,89.0,54.0,8.7,1397.0,164,2,48.85
Just Dance 3,5,2011,6,6,1.47,0.39,0.0,0.16,2.02,70.0,34.0,7.7,17.0,13,4,38.85
Battlefield 4,18,2013,7,8,1.25,0.58,0.0,0.19,2.02,81.0,5.0,6.6,480.0,30,2,43.8
Fire Emblem: Awakening,11,2012,4,1,0.9,0.45,0.54,0.13,2.01,92.0,72.0,9.1,1130.0,56,3,50.55
Need for Speed: The Run,6,2011,9,8,0.58,1.04,0.03,0.36,2.01,64.0,48.0,6.4,182.0,169,3,35.2
Just Dance 2015,1,2014,6,6,0.99,0.85,0.0,0.17,2.01,0.0,0.0,8.4,5.0,13,4,4.2
Dragon Age: Inquisition,10,2014,4,8,0.73,0.88,0.08,0.32,2.01,89.0,43.0,7.4,1984.0,117,2,48.2
Super Street Fighter II,8,1993,10,1,0.52,0.16,1.29,0.03,2.0,0.0,0.0,0.0,0.0,0,0,0.0
Dead Space,6,2008,9,8,1.05,0.66,0.0,0.29,2.0,88.0,67.0,8.8,545.0,98,2,48.4
Mortal Kombat vs. DC Universe,6,2008,10,40,1.48,0.28,0.0,0.23,2.0,76.0,44.0,7.1,107.0,163,3,41.55
TouchMaster,4,2007,5,40,0.48,1.27,0.0,0.24,2.0,71.0,19.0,5.7,9.0,198,4,38.35
Tenchu: Stealth Assassins,13,1997,9,5,0.95,0.64,0.27,0.13,1.99,87.0,14.0,8.8,45.0,199,2,47.9
Tennis,3,1989,1,1,0.75,0.3,0.9,0.04,1.99,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Chamber of Secrets,9,2002,9,8,1.21,0.64,0.05,0.09,1.99,76.0,11.0,7.9,14.0,104,1,41.95
Kingdom Hearts 358/2 Days,4,2009,4,16,1.06,0.26,0.53,0.13,1.98,75.0,53.0,7.8,162.0,200,4,41.4
Skate 3,6,2010,1,8,0.79,0.88,0.0,0.32,1.98,80.0,46.0,7.6,82.0,31,3,43.8
SimCity,8,1991,8,1,0.93,0.27,0.75,0.04,1.98,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Chamber of Secrets,13,2002,9,8,0.75,1.09,0.02,0.12,1.98,0.0,0.0,8.5,33.0,91,1,4.25
Need for Speed Rivals,10,2013,3,8,0.73,0.92,0.03,0.3,1.98,80.0,53.0,6.2,667.0,201,4,43.1
Spyro: Enter the Dragonfly,7,2002,2,21,0.74,0.95,0.0,0.28,1.97,56.0,20.0,4.1,95.0,202,1,30.05
Devil May Cry 2,7,2003,9,13,0.71,0.58,0.51,0.17,1.97,68.0,40.0,6.6,167.0,49,2,37.3
E.T.: The Extra Terrestrial,16,1981,9,11,1.84,0.11,0.0,0.02,1.97,0.0,0.0,0.0,0.0,0,0,0.0
Hot Shots Golf: Open Tee,17,2004,1,4,0.5,0.5,0.63,0.33,1.96,81.0,57.0,8.7,34.0,131,4,44.85
Minecraft,23,2014,6,17,0.18,0.64,0.9,0.24,1.96,0.0,0.0,0.0,0.0,0,0,0.0
Soccer,2,1985,1,1,0.18,0.23,1.53,0.02,1.96,0.0,0.0,0.0,0.0,0,0,0.0
Rad Racer,2,1986,3,1,1.13,0.37,0.41,0.05,1.96,0.0,0.0,0.0,0.0,0,0,0.0
Forza Horizon,5,2012,3,2,0.82,0.93,0.04,0.18,1.96,85.0,83.0,8.4,431.0,203,3,46.7
Tom Clancy's Rainbow Six: Vegas,5,2006,7,6,1.09,0.65,0.02,0.2,1.95,88.0,69.0,8.3,225.0,53,2,48.15
Crash Nitro Kart,7,2003,3,24,0.74,1.01,0.0,0.2,1.95,69.0,24.0,7.7,59.0,68,1,38.35
Resident Evil 6,5,2012,7,13,1.12,0.6,0.07,0.16,1.95,67.0,71.0,5.0,1407.0,49,2,36.0
Grand Theft Auto: San Andreas,14,2005,9,3,1.26,0.61,0.0,0.09,1.95,93.0,58.0,8.6,118.0,4,6,50.8
Star Wars: Dark Forces,15,1994,7,19,1.09,0.77,0.0,0.09,1.95,0.0,0.0,0.0,0.0,0,0,0.0
NBA Street Vol. 2,7,2003,1,8,1.69,0.2,0.0,0.06,1.95,90.0,31.0,8.8,70.0,23,1,49.4
Def Jam Vendetta,7,2003,10,8,0.95,0.74,0.0,0.25,1.94,80.0,33.0,8.9,41.0,204,3,44.45
Kirby Squeak Squad,4,2006,2,1,0.78,0.02,1.05,0.08,1.94,71.0,29.0,8.1,41.0,205,1,39.55
Burnout Paradise,6,2008,3,8,1.01,0.62,0.02,0.29,1.94,87.0,55.0,7.7,455.0,140,4,47.35
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Alleyway,3,1989,5,1,0.96,0.38,0.55,0.05,1.94,0.0,0.0,0.0,0.0,0,0,0.0
Scooby Doo and the Cyber Chase,13,2001,11,29,0.59,1.23,0.0,0.13,1.94,0.0,0.0,7.4,10.0,207,1,3.7
The Sims 3,6,2010,8,8,0.73,0.89,0.02,0.3,1.94,78.0,39.0,6.4,55.0,24,3,42.2
FIFA Soccer 09,5,2008,1,8,0.49,1.26,0.01,0.18,1.94,87.0,51.0,8.0,106.0,36,1,47.5
Dragon Ball Z: Budokai 3,7,2004,10,11,1.09,0.15,0.65,0.04,1.94,77.0,32.0,8.9,137.0,118,3,42.95
Call of Duty: World at War,1,2008,7,5,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,182,2,45.3
Jet Moto 2,13,1997,3,4,1.41,0.42,0.03,0.07,1.94,0.0,0.0,0.0,0.0,0,0,0.0
Tom Clancy's Ghost Recon,7,2002,7,6,1.42,0.4,0.0,0.12,1.94,63.0,18.0,8.3,22.0,13,2,35.65
BioShock Infinite,5,2013,7,3,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0,208,2,50.75
X-Men Legends,7,2004,4,5,1.0,0.72,0.0,0.21,1.93,79.0,48.0,8.5,69.0,162,3,43.75
Mortal Kombat II,8,1993,10,31,1.48,0.39,0.0,0.06,1.93,0.0,0.0,0.0,0.0,0,0,0.0
Virtua Fighter 2,24,1995,10,9,0.34,0.26,1.3,0.03,1.93,0.0,0.0,0.0,0.0,0,0,0.0
Mortal Kombat vs. DC Universe,5,2008,10,40,1.53,0.23,0.0,0.16,1.93,72.0,61.0,7.5,87.0,163,3,39.75
Destiny: The Taken King,10,2015,7,5,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6.0,1079.0,14,3,46.0
Tetris DX,3,1998,5,1,1.06,0.6,0.2,0.07,1.93,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Zelda: Oracle of Ages,3,2001,9,1,0.92,0.53,0.41,0.06,1.92,0.0,0.0,0.0,0.0,0,0,0.0
Destiny,5,2014,7,5,1.31,0.43,0.0,0.18,1.92,0.0,0.0,4.7,504.0,14,3,2.35
Red Faction,7,2001,7,29,0.76,0.96,0.0,0.2,1.92,88.0,25.0,8.0,69.0,120,2,48.0
The Sims: Makin' Magic,15,2003,8,8,1.03,0.8,0.0,0.09,1.92,80.0,22.0,8.6,31.0,90,3,44.3
Mario Party: Island Tour,11,2013,6,1,0.62,0.64,0.55,0.11,1.92,57.0,47.0,6.3,117.0,209,1,31.65
MX Unleashed,7,2004,3,29,0.94,0.73,0.0,0.25,1.92,80.0,18.0,9.2,46.0,168,1,44.6
PaRappa The Rapper,13,1996,6,4,0.26,0.16,1.46,0.03,1.92,92.0,15.0,7.4,48.0,210,5,49.7
Guitar Hero: World Tour,6,2008,6,5,1.1,0.55,0.0,0.27,1.92,84.0,43.0,7.5,80.0,61,3,45.75
Need for Speed: Shift,5,2009,3,8,0.73,0.96,0.01,0.22,1.91,83.0,75.0,6.5,134.0,151,1,44.75
Mario Party 3,12,2000,6,1,0.72,0.16,1.01,0.02,1.91,0.0,0.0,0.0,0.0,0,0,0.0
Diablo III,6,2013,4,5,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,557.0,42,2,46.2
LittleBigPlanet 3,10,2014,2,4,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,130,1,43.05
Star Wars Rogue Leader: Rogue Squadron II,20,2001,8,19,1.03,0.75,0.03,0.09,1.9,90.0,45.0,8.6,80.0,211,3,49.3
Tomb Raider (2013),5,2013,9,16,0.86,0.84,0.01,0.17,1.89,0.0,0.0,0.0,0.0,0,0,0.0
Mario Super Sluggers,1,2008,1,1,1.48,0.0,0.29,0.12,1.89,69.0,31.0,7.8,58.0,146,1,38.4
Donkey Kong Country Returns,11,2013,2,1,0.74,0.62,0.41,0.13,1.89,0.0,0.0,0.0,0.0,0,0,0.0
Monopoly,1,2008,6,8,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.8,17.0,23,1,38.9
Madden NFL 09,6,2008,1,8,1.56,0.14,0.0,0.18,1.88,85.0,38.0,4.4,132.0,58,1,44.7
Batman: Arkham Origins,5,2013,9,20,1.15,0.56,0.0,0.17,1.88,74.0,46.0,7.5,685.0,178,3,40.75
Game Party 2,1,2008,6,40,1.28,0.43,0.0,0.17,1.88,29.0,7.0,4.6,7.0,163,1,16.8
Yu-Gi-Oh! Forbidden Memories,13,1999,4,15,1.37,0.44,0.0,0.08,1.88,0.0,0.0,0.0,0.0,0,0,0.0
Mortal Kombat: Deception,7,2004,10,40,0.92,0.72,0.0,0.24,1.88,81.0,43.0,8.5,90.0,163,2,44.75
Hot Shots Golf 2,13,1999,1,4,0.25,0.12,1.48,0.03,1.88,0.0,0.0,0.0,0.0,0,0,0.0
Medal of Honor: European Assault (All Region sales),7,2005,7,8,0.89,0.69,0.09,0.21,1.88,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K17,10,2016,1,3,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,84,1,47.35
Toy Story Mania!,1,2009,6,33,1.04,0.66,0.0,0.18,1.88,49.0,15.0,6.6,13.0,212,1,27.8
WCW Nitro,13,1998,10,29,1.42,0.36,0.03,0.07,1.88,0.0,0.0,0.0,0.0,0,0,0.0
High School Musical: Sing It!,7,2007,6,33,0.47,0.08,0.0,1.33,1.87,0.0,0.0,0.0,0.0,0,0,0.0
Star Fox Adventures,20,2002,11,1,0.96,0.53,0.3,0.09,1.87,82.0,39.0,7.7,145.0,44,3,44.85
FIFA 2000,13,1998,1,8,0.22,1.47,0.04,0.14,1.87,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 25,6,2013,1,8,1.6,0.03,0.0,0.24,1.87,76.0,19.0,4.1,91.0,19,1,40.05
Dynasty Warriors 3,7,2001,9,29,0.53,0.16,1.07,0.1,1.87,78.0,17.0,9.1,90.0,189,3,43.55
The Legend of Zelda: Oracle of Seasons,3,2001,11,1,0.87,0.52,0.41,0.06,1.86,0.0,0.0,0.0,0.0,0,0,0.0
Ratchet & Clank Future: A Crack in Time,6,2009,2,4,1.05,0.53,0.03,0.26,1.86,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 06,14,2005,1,8,1.75,0.03,0.0,0.08,1.86,86.0,39.0,6.7,41.0,19,1,46.35
Shrek 2,7,2004,2,5,1.12,0.69,0.03,0.02,1.86,71.0,32.0,8.5,24.0,110,1,39.75
Turok 2: Seeds of Evil,12,1997,2,31,1.37,0.41,0.04,0.04,1.86,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Dragoon,13,1999,4,4,0.94,0.44,0.39,0.1,1.86,74.0,12.0,8.4,248.0,213,3,41.2
SingStar,7,2004,6,4,0.0,1.37,0.0,0.49,1.86,0.0,0.0,0.0,0.0,0,0,0.0
Star Wars: The Force Unleashed,1,2008,9,19,1.11,0.56,0.0,0.18,1.86,71.0,18.0,7.9,75.0,214,3,39.45
NBA Live 2002,7,2001,1,8,0.91,0.71,0.0,0.24,1.86,70.0,16.0,7.4,8.0,23,1,38.7
Just Cause 3,10,2015,9,16,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,215,2,39.75
Chrono Cross,13,1999,4,10,0.62,0.42,0.69,0.12,1.86,94.0,16.0,8.1,297.0,15,3,51.05
Jak 3,7,2004,2,4,1.33,0.49,0.0,0.03,1.85,84.0,55.0,8.6,246.0,34,3,46.3
Kingdom Hearts: Chain of Memories,9,2004,4,16,1.26,0.18,0.35,0.06,1.85,76.0,37.0,7.9,84.0,216,1,41.95
Pinball,2,1984,9,1,0.8,0.19,0.83,0.03,1.85,0.0,0.0,0.0,0.0,0,0,0.0
Max Payne 3,6,2012,7,3,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,217,2,47.4
Gran Turismo Concept 2001 Tokyo,7,2001,3,54,0.0,1.1,0.42,0.33,1.84,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Marvel Super Heroes,6,2013,9,20,0.77,0.76,0.01,0.29,1.84,82.0,22.0,7.9,76.0,183,4,44.95
Phineas and Ferb,4,2009,9,33,1.32,0.37,0.0,0.15,1.84,80.0,4.0,4.5,8.0,218,1,42.25
NCAA Football 06,7,2005,1,8,1.53,0.05,0.0,0.25,1.84,87.0,25.0,8.5,36.0,19,1,47.75
"Hey You, Pikachu!",12,1998,8,1,0.83,0.06,0.93,0.0,1.83,0.0,0.0,0.0,0.0,0,0,0.0
Rayman Raving Rabbids 2,1,2007,6,6,0.82,0.82,0.0,0.2,1.83,67.0,25.0,8.3,66.0,196,4,37.65
2 Games in 1: Sonic Advance & ChuChu Rocket!,9,2005,6,29,1.31,0.49,0.0,0.03,1.83,0.0,0.0,0.0,0.0,0,0,0.0
Jet Moto,13,1996,3,4,1.33,0.4,0.03,0.07,1.83,0.0,0.0,0.0,0.0,0,0,0.0
Kirby: Triple Deluxe,11,2014,2,1,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0,35,1,44.4
Secret of Mana,8,1993,4,10,0.25,0.07,1.49,0.02,1.83,0.0,0.0,0.0,0.0,0,0,0.0
GoldenEye 007 (2010),1,2010,9,5,0.84,0.7,0.13,0.16,1.83,0.0,0.0,0.0,0.0,0,0,0.0
Sonic Classic Collection,4,2010,2,9,0.92,0.73,0.0,0.17,1.83,70.0,24.0,7.5,28.0,219,1,38.75
Air Combat,13,1995,8,4,0.92,0.33,0.52,0.05,1.83,0.0,0.0,0.0,0.0,0,0,0.0
Diablo III,10,2014,4,5,0.51,0.98,0.06,0.28,1.82,0.0,0.0,0.0,0.0,42,2,0.0
inFAMOUS 2,6,2011,9,4,1.05,0.47,0.08,0.22,1.82,83.0,90.0,8.4,932.0,129,3,45.7
World of Warcraft: Mists of Pandaria,15,2012,4,5,0.84,0.76,0.0,0.22,1.82,82.0,42.0,4.8,1265.0,42,3,43.4
Sonic & Knuckles,21,1994,2,9,1.24,0.43,0.03,0.12,1.82,0.0,0.0,0.0,0.0,0,0,0.0
Namco Museum,7,2001,6,26,1.73,0.07,0.0,0.02,1.82,72.0,9.0,6.0,5.0,75,1,39.0
The Sims: Hot Date,15,2001,8,8,1.81,0.0,0.0,0.0,1.82,85.0,17.0,7.9,70.0,90,3,46.45
Demon's Souls,6,2009,4,26,0.97,0.33,0.35,0.17,1.82,89.0,81.0,8.9,1441.0,164,2,48.95
The Orange Box,5,2007,7,8,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,78,2,52.45
DDRMAX2: Dance Dance Revolution,7,2003,8,15,1.05,0.59,0.0,0.18,1.81,82.0,27.0,8.2,11.0,70,1,45.1
Crazy Taxi,22,2000,3,9,1.1,0.51,0.12,0.08,1.81,0.0,0.0,0.0,0.0,0,0,0.0
Virtua Fighter 4,7,2002,10,9,0.78,0.44,0.56,0.04,1.81,94.0,36.0,8.0,84.0,220,3,51.0
Mafia III,10,2016,9,3,0.42,1.08,0.03,0.28,1.81,68.0,66.0,5.1,1147.0,221,2,36.55
Sly 2: Band of Thieves,7,2004,2,4,0.88,0.69,0.0,0.23,1.81,88.0,64.0,9.0,178.0,129,1,48.5
Guitar Hero: World Tour,7,2008,6,5,1.0,0.03,0.0,0.77,1.8,0.0,0.0,8.0,13.0,222,3,4.0
Sonic Advance 2,9,2002,2,9,0.93,0.59,0.21,0.07,1.8,83.0,23.0,8.3,46.0,118,1,45.65
Madden NFL 07,5,2006,1,8,1.66,0.0,0.01,0.13,1.8,80.0,54.0,6.0,148.0,58,1,43.0
NFL GameDay 2000,13,1999,1,44,1.0,0.68,0.0,0.12,1.8,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K11,6,2010,9,3,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,84,1,48.3
Forza Motorsport 6,18,2015,3,2,0.73,0.9,0.03,0.14,1.8,87.0,85.0,7.9,863.0,54,1,47.45
The Evil Within,10,2014,9,7,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,223,2,41.15
Metroid Prime 3: Corruption,1,2007,7,1,0.89,0.74,0.07,0.09,1.79,90.0,62.0,8.9,491.0,41,3,49.45
The Legend of Zelda: The Wind Waker,19,2013,9,1,0.92,0.6,0.14,0.14,1.79,0.0,0.0,0.0,0.0,0,0,0.0
Disney's The Lion King,8,1994,2,18,1.26,0.39,0.08,0.06,1.79,0.0,0.0,0.0,0.0,0,0,0.0
Professor Layton and the Mask of Miracle,11,2011,5,1,0.32,0.97,0.36,0.13,1.79,0.0,0.0,0.0,0.0,0,0,0.0
Midnight Club II,7,2003,3,3,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,47.0,40,3,46.75
SpongeBob SquarePants: SuperSponge,13,2001,9,29,1.12,0.58,0.0,0.08,1.78,0.0,0.0,0.0,0.0,0,0,0.0
The Getaway: Black Monday,7,2004,9,4,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,224,2,32.3
50 Cent: Bulletproof,7,2005,9,24,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,225,2,26.8
Final Fantasy II,8,1991,4,55,0.24,0.09,1.33,0.12,1.77,0.0,0.0,0.0,0.0,0,0,0.0
Kirby 64: The Crystal Shards,12,2000,2,1,0.63,0.06,1.03,0.04,1.77,0.0,0.0,0.0,0.0,0,0,0.0
Dead or Alive 3,14,2001,10,2,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,226,3,47.8
